,date,est,date_pub,code,line,value,description
5003,2012_Q4,THIRD,2013-03-28,A681RY2,36,0.09,        Transportation equipment
5004,2013_Q1,ADVANCE,2013-04-26,A681RY2,36,-0.11,        Transportation equipment
5005,2013_Q1,SECOND,2013-05-30,A681RY2,36,0.01,        Transportation equipment
5006,2013_Q1,THIRD,2013-06-26,A681RY2,36,0.02,        Transportation equipment
5007,2013_Q2,ADVANCE,2013-07-31,A681RY2,35,0.07,        Transportation equipment
5008,2013_Q2,SECOND,2013-08-29,A681RY2,35,0.06,        Transportation equipment
5009,2013_Q2,THIRD,2013-09-26,A681RY2,35,0.08,        Transportation equipment
5010,2013_Q3,ADVANCE,2013-11-07,A681RY2,35,-0.05,        Transportation equipment
5011,2013_Q3,SECOND,2013-12-05,A681RY2,35,0.03,        Transportation equipment
5012,2013_Q3,THIRD,2013-12-20,A681RY2,35,0.04,        Transportation equipment
5013,2013_Q4,ADVANCE,2014-01-30,A681RY2,35,0.24,        Transportation equipment
5014,2013_Q4,SECOND,2014-02-28,A681RY2,35,0.32,        Transportation equipment
5015,2013_Q4,THIRD,2014-03-27,A681RY2,35,0.33,        Transportation equipment
5016,2014_Q1,ADVANCE,2014-04-30,A681RY2,35,-0.16,        Transportation equipment
5017,2014_Q1,SECOND,2014-05-29,A681RY2,35,-0.06,        Transportation equipment
5018,2014_Q1,THIRD,2014-06-25,A681RY2,35,-0.05,        Transportation equipment
5019,2014_Q2,ADVANCE,2014-07-30,A681RY2,35,-0.01,        Transportation equipment
5020,2014_Q2,SECOND,2014-08-28,A681RY2,35,0.02,        Transportation equipment
5021,2014_Q2,THIRD,2014-09-26,A681RY2,35,0.04,        Transportation equipment
5022,2014_Q3,ADVANCE,2014-10-30,A681RY2,35,0.39,        Transportation equipment
5023,2014_Q3,SECOND,2014-11-25,A681RY2,35,0.44,        Transportation equipment
5024,2014_Q3,THIRD,2014-12-23,A681RY2,35,0.45,        Transportation equipment
5025,2014_Q4,ADVANCE,2015-01-30,A681RY2,35,-0.17,        Transportation equipment
5026,2014_Q4,SECOND,2015-02-27,A681RY2,35,-0.08,        Transportation equipment
5027,2014_Q4,THIRD,2015-03-27,A681RY2,35,-0.07,        Transportation equipment
5028,2015_Q1,ADVANCE,2015-04-29,A681RY2,35,0.33,        Transportation equipment
5029,2015_Q1,SECOND,2015-05-29,A681RY2,35,0.22,        Transportation equipment
5030,2015_Q1,THIRD,2015-06-24,A681RY2,35,0.23,        Transportation equipment
5031,2015_Q2,ADVANCE,2015-07-30,A681RY2,35,-0.1,        Transportation equipment
5032,2015_Q2,SECOND,2015-08-27,A681RY2,35,-0.09,        Transportation equipment
5033,2015_Q2,THIRD,2015-09-25,A681RY2,35,-0.07,        Transportation equipment
5034,2015_Q3,ADVANCE,2015-10-29,A681RY2,35,0.21,        Transportation equipment
5035,2015_Q3,SECOND,2015-11-24,A681RY2,35,0.28,        Transportation equipment
5036,2015_Q3,THIRD,2015-12-22,A681RY2,35,0.29,        Transportation equipment
5037,2015_Q4,ADVANCE,2016-01-29,A681RY2,35,-0.25,        Transportation equipment
5038,2015_Q4,SECOND,2016-02-26,A681RY2,35,-0.18,        Transportation equipment
5039,2015_Q4,THIRD,2016-03-25,A681RY2,35,-0.18,        Transportation equipment
5040,2004_Q1,ADVANCE,2004-04-29,A862RY2,32,0.15,        Other equipment
5041,2004_Q1,SECOND,2004-05-27,A862RY2,32,0.14,        Other equipment
5042,2004_Q1,THIRD,2004-06-25,A862RY2,32,0.14,        Other equipment
5043,2004_Q2,ADVANCE,2004-07-30,A862RY2,32,0.12,        Other equipment
5044,2004_Q2,SECOND,2004-08-27,A862RY2,32,0.19,        Other equipment
5045,2004_Q2,THIRD,2004-09-29,A862RY2,32,0.2,        Other equipment
5046,2004_Q3,ADVANCE,2004-10-29,A862RY2,32,0.3,        Other equipment
5047,2004_Q3,SECOND,2004-11-30,A862RY2,32,0.28,        Other equipment
5048,2004_Q3,THIRD,2004-12-22,A862RY2,32,0.28,        Other equipment
5049,2004_Q4,ADVANCE,2005-01-28,A862RY2,32,0.16,        Other equipment
5050,2004_Q4,SECOND,2005-02-25,A862RY2,32,0.15,        Other equipment
5051,2004_Q4,THIRD,2005-03-30,A862RY2,32,0.16,        Other equipment
5052,2005_Q1,ADVANCE,2005-04-28,A862RY2,32,-0.1,        Other equipment
5053,2005_Q1,SECOND,2005-05-26,A862RY2,32,-0.16,        Other equipment
5054,2005_Q1,THIRD,2005-06-29,A862RY2,32,-0.16,        Other equipment
5055,2005_Q2,ADVANCE,2005-07-29,A862RY2,32,0.2,        Other equipment
5056,2005_Q2,SECOND,2005-08-31,A862RY2,32,0.23,        Other equipment
5057,2005_Q2,THIRD,2005-09-29,A862RY2,32,0.23,        Other equipment
5058,2005_Q3,ADVANCE,2005-10-28,A862RY2,32,-0.04,        Other equipment
5059,2005_Q3,SECOND,2005-11-30,A862RY2,32,0.01,        Other equipment
5060,2005_Q3,THIRD,2005-12-21,A862RY2,32,0.02,        Other equipment
5061,2005_Q4,ADVANCE,2006-01-27,A862RY2,32,0.07,        Other equipment
5062,2005_Q4,SECOND,2006-02-28,A862RY2,32,0.1,        Other equipment
5063,2005_Q4,THIRD,2006-03-30,A862RY2,32,0.1,        Other equipment
5064,2006_Q1,ADVANCE,2006-04-28,A862RY2,32,0.1,        Other equipment
5065,2006_Q1,SECOND,2006-05-25,A862RY2,32,0.06,        Other equipment
5066,2006_Q1,THIRD,2006-06-29,A862RY2,32,0.05,        Other equipment
5067,2006_Q2,ADVANCE,2006-07-28,A862RY2,32,0.13,        Other equipment
5068,2006_Q2,SECOND,2006-08-30,A862RY2,32,0.09,        Other equipment
5069,2006_Q2,THIRD,2006-09-28,A862RY2,32,0.09,        Other equipment
5070,2006_Q3,ADVANCE,2006-10-27,A862RY2,32,0.05,        Other equipment
5071,2006_Q3,SECOND,2006-11-29,A862RY2,32,0.05,        Other equipment
5072,2006_Q3,THIRD,2006-12-21,A862RY2,32,0.05,        Other equipment
5073,2006_Q4,ADVANCE,2007-01-27,A862RY2,32,-0.01,        Other equipment
5074,2006_Q4,SECOND,2007-02-28,A862RY2,32,-0.01,        Other equipment
5075,2006_Q4,THIRD,2007-03-30,A862RY2,32,-0.01,        Other equipment
5076,2007_Q1,ADVANCE,2007-04-27,A862RY2,32,-0.26,        Other equipment
5077,2007_Q1,SECOND,2007-05-31,A862RY2,32,-0.31,        Other equipment
5078,2007_Q1,THIRD,2007-06-28,A862RY2,32,-0.31,        Other equipment
5079,2007_Q2,ADVANCE,2007-07-27,A862RY2,32,0.09,        Other equipment
5080,2007_Q2,SECOND,2007-08-30,A862RY2,32,0.11,        Other equipment
5081,2007_Q2,THIRD,2007-09-27,A862RY2,32,0.11,        Other equipment
5082,2007_Q3,ADVANCE,2007-10-31,A862RY2,32,0.07,        Other equipment
5083,2007_Q3,SECOND,2007-11-29,A862RY2,32,0.07,        Other equipment
5084,2007_Q3,THIRD,2007-12-20,A862RY2,32,0.07,        Other equipment
5085,2007_Q4,ADVANCE,2008-01-30,A862RY2,32,0.13,        Other equipment
5086,2007_Q4,SECOND,2008-02-28,A862RY2,32,0.08,        Other equipment
5087,2007_Q4,THIRD,2008-03-27,A862RY2,32,0.08,        Other equipment
5088,2008_Q1,ADVANCE,2008-04-30,A862RY2,32,-0.18,        Other equipment
5089,2008_Q1,SECOND,2008-05-29,A862RY2,32,-0.16,        Other equipment
5090,2008_Q1,THIRD,2008-06-26,A862RY2,32,-0.16,        Other equipment
5091,2008_Q2,ADVANCE,2008-07-31,A862RY2,32,-0.07,        Other equipment
5092,2008_Q2,SECOND,2008-08-28,A862RY2,32,-0.04,        Other equipment
5093,2008_Q2,THIRD,2008-09-26,A862RY2,32,-0.04,        Other equipment
5094,2008_Q3,ADVANCE,2008-10-30,A862RY2,32,0.2,        Other equipment
5095,2008_Q3,SECOND,2008-11-25,A862RY2,32,0.2,        Other equipment
5096,2008_Q3,THIRD,2008-12-23,A862RY2,32,0.2,        Other equipment
5097,2008_Q4,ADVANCE,2009-01-30,A862RY2,32,-0.33,        Other equipment
5098,2008_Q4,SECOND,2009-02-27,A862RY2,32,-0.31,        Other equipment
5099,2008_Q4,THIRD,2009-03-26,A862RY2,32,-0.31,        Other equipment
5100,2009_Q1,ADVANCE,2009-04-29,A862RY2,32,-0.5,        Other equipment
5101,2009_Q1,SECOND,2009-05-29,A862RY2,32,-0.46,        Other equipment
5102,2009_Q1,THIRD,2009-06-25,A862RY2,32,-0.46,        Other equipment
5103,2009_Q2,ADVANCE,2009-07-31,A862RY2,37,-0.39,        Other equipment
5104,2009_Q2,SECOND,2009-08-27,A862RY2,37,-0.43,        Other equipment
5105,2009_Q2,THIRD,2009-09-30,A862RY2,37,-0.42,        Other equipment
5106,2009_Q3,ADVANCE,2009-10-29,A862RY2,37,-0.16,        Other equipment
5107,2009_Q3,SECOND,2009-11-24,A862RY2,37,-0.13,        Other equipment
5108,2009_Q3,THIRD,2009-12-22,A862RY2,37,-0.12,        Other equipment
5109,2009_Q4,ADVANCE,2010-01-29,A862RY2,37,-0.07,        Other equipment
5110,2009_Q4,SECOND,2010-02-26,A862RY2,37,-0.03,        Other equipment
5111,2009_Q4,THIRD,2010-03-26,A862RY2,37,-0.03,        Other equipment
5112,2010_Q1,ADVANCE,2010-04-30,A862RY2,37,0.26,        Other equipment
5113,2010_Q1,SECOND,2010-05-27,A862RY2,37,0.3,        Other equipment
5114,2010_Q1,THIRD,2010-06-25,A862RY2,37,0.3,        Other equipment
5115,2010_Q2,ADVANCE,2010-07-30,A862RY2,37,0.1,        Other equipment
5116,2010_Q2,SECOND,2010-08-27,A862RY2,37,0.18,        Other equipment
5117,2010_Q2,THIRD,2010-09-30,A862RY2,37,0.17,        Other equipment
5118,2010_Q3,ADVANCE,2010-10-29,A862RY2,37,0.23,        Other equipment
5119,2010_Q3,SECOND,2010-11-23,A862RY2,37,0.2,        Other equipment
5120,2010_Q3,THIRD,2010-12-22,A862RY2,37,0.2,        Other equipment
5121,2010_Q4,ADVANCE,2011-01-28,A862RY2,37,0.04,        Other equipment
5122,2010_Q4,SECOND,2011-02-25,A862RY2,37,0.07,        Other equipment
5123,2010_Q4,THIRD,2011-03-25,A862RY2,37,0.07,        Other equipment
5124,2011_Q1,ADVANCE,2011-04-28,A862RY2,37,0.18,        Other equipment
5125,2011_Q1,SECOND,2011-05-26,A862RY2,37,0.11,        Other equipment
5126,2011_Q1,THIRD,2011-06-24,A862RY2,37,0.11,        Other equipment
5127,2011_Q2,ADVANCE,2011-07-29,A862RY2,37,-0.05,        Other equipment
5128,2011_Q2,SECOND,2011-08-26,A862RY2,37,0.0,        Other equipment
5129,2011_Q2,THIRD,2011-09-29,A862RY2,37,-0.01,        Other equipment
5130,2011_Q3,ADVANCE,2011-10-27,A862RY2,37,0.42,        Other equipment
5131,2011_Q3,SECOND,2011-11-22,A862RY2,37,0.42,        Other equipment
5132,2011_Q3,THIRD,2011-12-22,A862RY2,37,0.42,        Other equipment
5133,2011_Q4,ADVANCE,2012-01-27,A862RY2,37,-0.17,        Other equipment
5134,2011_Q4,SECOND,2012-02-29,A862RY2,37,-0.2,        Other equipment
5135,2011_Q4,THIRD,2012-03-29,A862RY2,37,-0.21,        Other equipment
5136,2012_Q1,ADVANCE,2012-04-27,A862RY2,37,0.1,        Other equipment
5137,2012_Q1,SECOND,2012-05-31,A862RY2,37,0.15,        Other equipment
5138,2012_Q1,THIRD,2012-06-28,A862RY2,37,0.15,        Other equipment
5139,2012_Q2,ADVANCE,2012-07-27,A862RY2,37,0.09,        Other equipment
5140,2012_Q2,SECOND,2012-08-29,A862RY2,37,0.09,        Other equipment
5141,2012_Q2,THIRD,2012-09-27,A862RY2,37,0.09,        Other equipment
5142,2012_Q3,ADVANCE,2012-10-26,A862RY2,37,0.14,        Other equipment
5143,2012_Q3,SECOND,2012-11-29,A862RY2,37,0.12,        Other equipment
5144,2012_Q3,THIRD,2012-12-20,A862RY2,37,0.12,        Other equipment
5145,2012_Q4,ADVANCE,2013-01-30,A862RY2,37,0.06,        Other equipment
5146,2012_Q4,SECOND,2013-02-28,A862RY2,37,0.09,        Other equipment
5147,2012_Q4,THIRD,2013-03-28,A862RY2,37,0.1,        Other equipment
5148,2013_Q1,ADVANCE,2013-04-26,A862RY2,37,0.22,        Other equipment
5149,2013_Q1,SECOND,2013-05-30,A862RY2,37,0.25,        Other equipment
5150,2013_Q1,THIRD,2013-06-26,A862RY2,37,0.25,        Other equipment
5151,2013_Q2,ADVANCE,2013-07-31,A862RY2,36,-0.03,        Other equipment
5152,2013_Q2,SECOND,2013-08-29,A862RY2,36,-0.05,        Other equipment
5153,2013_Q2,THIRD,2013-09-26,A862RY2,36,-0.04,        Other equipment
5154,2013_Q3,ADVANCE,2013-11-07,A862RY2,36,-0.28,        Other equipment
5155,2013_Q3,SECOND,2013-12-05,A862RY2,36,-0.23,        Other equipment
5156,2013_Q3,THIRD,2013-12-20,A862RY2,36,-0.23,        Other equipment
5157,2013_Q4,ADVANCE,2014-01-30,A862RY2,36,0.29,        Other equipment
5158,2013_Q4,SECOND,2014-02-28,A862RY2,36,0.31,        Other equipment
5159,2013_Q4,THIRD,2014-03-27,A862RY2,36,0.31,        Other equipment
5160,2014_Q1,ADVANCE,2014-04-30,A862RY2,36,-0.01,        Other equipment
5161,2014_Q1,SECOND,2014-05-29,A862RY2,36,-0.08,        Other equipment
5162,2014_Q1,THIRD,2014-06-25,A862RY2,36,-0.08,        Other equipment
5163,2014_Q2,ADVANCE,2014-07-30,A862RY2,36,-0.17,        Other equipment
5164,2014_Q2,SECOND,2014-08-28,A862RY2,36,-0.14,        Other equipment
5165,2014_Q2,THIRD,2014-09-26,A862RY2,36,-0.14,        Other equipment
5166,2014_Q3,ADVANCE,2014-10-30,A862RY2,36,-0.09,        Other equipment
5167,2014_Q3,SECOND,2014-11-25,A862RY2,36,-0.07,        Other equipment
5168,2014_Q3,THIRD,2014-12-23,A862RY2,36,-0.05,        Other equipment
5169,2014_Q4,ADVANCE,2015-01-30,A862RY2,36,0.0,        Other equipment
5170,2014_Q4,SECOND,2015-02-27,A862RY2,36,0.05,        Other equipment
5171,2014_Q4,THIRD,2015-03-27,A862RY2,36,0.04,        Other equipment
5172,2015_Q1,ADVANCE,2015-04-29,A862RY2,36,-0.07,        Other equipment
5173,2015_Q1,SECOND,2015-05-29,A862RY2,36,0.11,        Other equipment
5174,2015_Q1,THIRD,2015-06-24,A862RY2,36,0.1,        Other equipment
5175,2015_Q2,ADVANCE,2015-07-30,A862RY2,36,-0.12,        Other equipment
5176,2015_Q2,SECOND,2015-08-27,A862RY2,36,-0.09,        Other equipment
5177,2015_Q2,THIRD,2015-09-25,A862RY2,36,-0.09,        Other equipment
5178,2015_Q3,ADVANCE,2015-10-29,A862RY2,36,-0.12,        Other equipment
5179,2015_Q3,SECOND,2015-11-24,A862RY2,36,-0.1,        Other equipment
5180,2015_Q3,THIRD,2015-12-22,A862RY2,36,-0.1,        Other equipment
5181,2015_Q4,ADVANCE,2016-01-29,A862RY2,36,-0.12,        Other equipment
5182,2015_Q4,SECOND,2016-02-26,A862RY2,36,-0.13,        Other equipment
5183,2015_Q4,THIRD,2016-03-25,A862RY2,36,-0.13,        Other equipment
5184,2004_Q1,ADVANCE,2004-04-29,Y001RY2,,,
5185,2004_Q1,SECOND,2004-05-27,Y001RY2,,,
5186,2004_Q1,THIRD,2004-06-25,Y001RY2,,,
5187,2004_Q2,ADVANCE,2004-07-30,Y001RY2,,,
5188,2004_Q2,SECOND,2004-08-27,Y001RY2,,,
5189,2004_Q2,THIRD,2004-09-29,Y001RY2,,,
5190,2004_Q3,ADVANCE,2004-10-29,Y001RY2,,,
5191,2004_Q3,SECOND,2004-11-30,Y001RY2,,,
5192,2004_Q3,THIRD,2004-12-22,Y001RY2,,,
5193,2004_Q4,ADVANCE,2005-01-28,Y001RY2,,,
5194,2004_Q4,SECOND,2005-02-25,Y001RY2,,,
5195,2004_Q4,THIRD,2005-03-30,Y001RY2,,,
5196,2005_Q1,ADVANCE,2005-04-28,Y001RY2,,,
5197,2005_Q1,SECOND,2005-05-26,Y001RY2,,,
5198,2005_Q1,THIRD,2005-06-29,Y001RY2,,,
5199,2005_Q2,ADVANCE,2005-07-29,Y001RY2,,,
5200,2005_Q2,SECOND,2005-08-31,Y001RY2,,,
5201,2005_Q2,THIRD,2005-09-29,Y001RY2,,,
5202,2005_Q3,ADVANCE,2005-10-28,Y001RY2,,,
5203,2005_Q3,SECOND,2005-11-30,Y001RY2,,,
5204,2005_Q3,THIRD,2005-12-21,Y001RY2,,,
5205,2005_Q4,ADVANCE,2006-01-27,Y001RY2,,,
5206,2005_Q4,SECOND,2006-02-28,Y001RY2,,,
5207,2005_Q4,THIRD,2006-03-30,Y001RY2,,,
5208,2006_Q1,ADVANCE,2006-04-28,Y001RY2,,,
5209,2006_Q1,SECOND,2006-05-25,Y001RY2,,,
5210,2006_Q1,THIRD,2006-06-29,Y001RY2,,,
5211,2006_Q2,ADVANCE,2006-07-28,Y001RY2,,,
5212,2006_Q2,SECOND,2006-08-30,Y001RY2,,,
5213,2006_Q2,THIRD,2006-09-28,Y001RY2,,,
5214,2006_Q3,ADVANCE,2006-10-27,Y001RY2,,,
5215,2006_Q3,SECOND,2006-11-29,Y001RY2,,,
5216,2006_Q3,THIRD,2006-12-21,Y001RY2,,,
5217,2006_Q4,ADVANCE,2007-01-27,Y001RY2,,,
5218,2006_Q4,SECOND,2007-02-28,Y001RY2,,,
5219,2006_Q4,THIRD,2007-03-30,Y001RY2,,,
5220,2007_Q1,ADVANCE,2007-04-27,Y001RY2,,,
5221,2007_Q1,SECOND,2007-05-31,Y001RY2,,,
5222,2007_Q1,THIRD,2007-06-28,Y001RY2,,,
5223,2007_Q2,ADVANCE,2007-07-27,Y001RY2,,,
5224,2007_Q2,SECOND,2007-08-30,Y001RY2,,,
5225,2007_Q2,THIRD,2007-09-27,Y001RY2,,,
5226,2007_Q3,ADVANCE,2007-10-31,Y001RY2,,,
5227,2007_Q3,SECOND,2007-11-29,Y001RY2,,,
5228,2007_Q3,THIRD,2007-12-20,Y001RY2,,,
5229,2007_Q4,ADVANCE,2008-01-30,Y001RY2,,,
5230,2007_Q4,SECOND,2008-02-28,Y001RY2,,,
5231,2007_Q4,THIRD,2008-03-27,Y001RY2,,,
5232,2008_Q1,ADVANCE,2008-04-30,Y001RY2,,,
5233,2008_Q1,SECOND,2008-05-29,Y001RY2,,,
5234,2008_Q1,THIRD,2008-06-26,Y001RY2,,,
5235,2008_Q2,ADVANCE,2008-07-31,Y001RY2,,,
5236,2008_Q2,SECOND,2008-08-28,Y001RY2,,,
5237,2008_Q2,THIRD,2008-09-26,Y001RY2,,,
5238,2008_Q3,ADVANCE,2008-10-30,Y001RY2,,,
5239,2008_Q3,SECOND,2008-11-25,Y001RY2,,,
5240,2008_Q3,THIRD,2008-12-23,Y001RY2,,,
5241,2008_Q4,ADVANCE,2009-01-30,Y001RY2,,,
5242,2008_Q4,SECOND,2009-02-27,Y001RY2,,,
5243,2008_Q4,THIRD,2009-03-26,Y001RY2,,,
5244,2009_Q1,ADVANCE,2009-04-29,Y001RY2,,,
5245,2009_Q1,SECOND,2009-05-29,Y001RY2,,,
5246,2009_Q1,THIRD,2009-06-25,Y001RY2,,,
5247,2009_Q2,ADVANCE,2009-07-31,Y001RY2,,,
5248,2009_Q2,SECOND,2009-08-27,Y001RY2,,,
5249,2009_Q2,THIRD,2009-09-30,Y001RY2,,,
5250,2009_Q3,ADVANCE,2009-10-29,Y001RY2,,,
5251,2009_Q3,SECOND,2009-11-24,Y001RY2,,,
5252,2009_Q3,THIRD,2009-12-22,Y001RY2,,,
5253,2009_Q4,ADVANCE,2010-01-29,Y001RY2,,,
5254,2009_Q4,SECOND,2010-02-26,Y001RY2,,,
5255,2009_Q4,THIRD,2010-03-26,Y001RY2,,,
5256,2010_Q1,ADVANCE,2010-04-30,Y001RY2,,,
5257,2010_Q1,SECOND,2010-05-27,Y001RY2,,,
5258,2010_Q1,THIRD,2010-06-25,Y001RY2,,,
5259,2010_Q2,ADVANCE,2010-07-30,Y001RY2,,,
5260,2010_Q2,SECOND,2010-08-27,Y001RY2,,,
5261,2010_Q2,THIRD,2010-09-30,Y001RY2,,,
5262,2010_Q3,ADVANCE,2010-10-29,Y001RY2,,,
5263,2010_Q3,SECOND,2010-11-23,Y001RY2,,,
5264,2010_Q3,THIRD,2010-12-22,Y001RY2,,,
5265,2010_Q4,ADVANCE,2011-01-28,Y001RY2,,,
5266,2010_Q4,SECOND,2011-02-25,Y001RY2,,,
5267,2010_Q4,THIRD,2011-03-25,Y001RY2,,,
5268,2011_Q1,ADVANCE,2011-04-28,Y001RY2,,,
5269,2011_Q1,SECOND,2011-05-26,Y001RY2,,,
5270,2011_Q1,THIRD,2011-06-24,Y001RY2,,,
5271,2011_Q2,ADVANCE,2011-07-29,Y001RY2,,,
5272,2011_Q2,SECOND,2011-08-26,Y001RY2,,,
5273,2011_Q2,THIRD,2011-09-29,Y001RY2,,,
5274,2011_Q3,ADVANCE,2011-10-27,Y001RY2,,,
5275,2011_Q3,SECOND,2011-11-22,Y001RY2,,,
5276,2011_Q3,THIRD,2011-12-22,Y001RY2,,,
5277,2011_Q4,ADVANCE,2012-01-27,Y001RY2,,,
5278,2011_Q4,SECOND,2012-02-29,Y001RY2,,,
5279,2011_Q4,THIRD,2012-03-29,Y001RY2,,,
5280,2012_Q1,ADVANCE,2012-04-27,Y001RY2,,,
5281,2012_Q1,SECOND,2012-05-31,Y001RY2,,,
5282,2012_Q1,THIRD,2012-06-28,Y001RY2,,,
5283,2012_Q2,ADVANCE,2012-07-27,Y001RY2,,,
5284,2012_Q2,SECOND,2012-08-29,Y001RY2,,,
5285,2012_Q2,THIRD,2012-09-27,Y001RY2,,,
5286,2012_Q3,ADVANCE,2012-10-26,Y001RY2,,,
5287,2012_Q3,SECOND,2012-11-29,Y001RY2,,,
5288,2012_Q3,THIRD,2012-12-20,Y001RY2,,,
5289,2012_Q4,ADVANCE,2013-01-30,Y001RY2,,,
5290,2012_Q4,SECOND,2013-02-28,Y001RY2,,,
5291,2012_Q4,THIRD,2013-03-28,Y001RY2,,,
5292,2013_Q1,ADVANCE,2013-04-26,Y001RY2,,,
5293,2013_Q1,SECOND,2013-05-30,Y001RY2,,,
5294,2013_Q1,THIRD,2013-06-26,Y001RY2,,,
5295,2013_Q2,ADVANCE,2013-07-31,Y001RY2,37,0.15,      Intellectual property products
5296,2013_Q2,SECOND,2013-08-29,Y001RY2,37,-0.04,      Intellectual property products
5297,2013_Q2,THIRD,2013-09-26,Y001RY2,37,-0.06,      Intellectual property products
5298,2013_Q3,ADVANCE,2013-11-07,Y001RY2,37,0.09,      Intellectual property products
5299,2013_Q3,SECOND,2013-12-05,Y001RY2,37,0.07,      Intellectual property products
5300,2013_Q3,THIRD,2013-12-20,Y001RY2,37,0.22,      Intellectual property products
5301,2013_Q4,ADVANCE,2014-01-30,Y001RY2,37,0.12,      Intellectual property products
5302,2013_Q4,SECOND,2014-02-28,Y001RY2,37,0.3,      Intellectual property products
5303,2013_Q4,THIRD,2014-03-27,Y001RY2,37,0.15,      Intellectual property products
5304,2014_Q1,ADVANCE,2014-04-30,Y001RY2,37,0.06,      Intellectual property products
5305,2014_Q1,SECOND,2014-05-29,Y001RY2,37,0.19,      Intellectual property products
5306,2014_Q1,THIRD,2014-06-25,Y001RY2,37,0.24,      Intellectual property products
5307,2014_Q2,ADVANCE,2014-07-30,Y001RY2,37,0.14,      Intellectual property products
5308,2014_Q2,SECOND,2014-08-28,Y001RY2,37,0.17,      Intellectual property products
5309,2014_Q2,THIRD,2014-09-26,Y001RY2,37,0.21,      Intellectual property products
5310,2014_Q3,ADVANCE,2014-10-30,Y001RY2,37,0.16,      Intellectual property products
5311,2014_Q3,SECOND,2014-11-25,Y001RY2,37,0.24,      Intellectual property products
5312,2014_Q3,THIRD,2014-12-23,Y001RY2,37,0.34,      Intellectual property products
5313,2014_Q4,ADVANCE,2015-01-30,Y001RY2,37,0.27,      Intellectual property products
5314,2014_Q4,SECOND,2015-02-27,Y001RY2,37,0.41,      Intellectual property products
5315,2014_Q4,THIRD,2015-03-27,Y001RY2,37,0.39,      Intellectual property products
5316,2015_Q1,ADVANCE,2015-04-29,Y001RY2,37,0.3,      Intellectual property products
5317,2015_Q1,SECOND,2015-05-29,Y001RY2,37,0.14,      Intellectual property products
5318,2015_Q1,THIRD,2015-06-24,Y001RY2,37,0.19,      Intellectual property products
5319,2015_Q2,ADVANCE,2015-07-30,Y001RY2,37,0.22,      Intellectual property products
5320,2015_Q2,SECOND,2015-08-27,Y001RY2,37,0.34,      Intellectual property products
5321,2015_Q2,THIRD,2015-09-25,Y001RY2,37,0.33,      Intellectual property products
5322,2015_Q3,ADVANCE,2015-10-29,Y001RY2,37,0.07,      Intellectual property products
5323,2015_Q3,SECOND,2015-11-24,Y001RY2,37,-0.03,      Intellectual property products
5324,2015_Q3,THIRD,2015-12-22,Y001RY2,37,-0.03,      Intellectual property products
5325,2015_Q4,ADVANCE,2016-01-29,Y001RY2,37,0.07,      Intellectual property products
5326,2015_Q4,SECOND,2016-02-26,Y001RY2,37,0.05,      Intellectual property products
5327,2015_Q4,THIRD,2016-03-25,Y001RY2,37,-0.01,      Intellectual property products
5328,2004_Q1,ADVANCE,2004-04-29,B985RY2,28,0.23,        Software \4\
5329,2004_Q1,SECOND,2004-05-27,B985RY2,28,0.28,        Software \4\
5330,2004_Q1,THIRD,2004-06-25,B985RY2,28,0.28,        Software \4\
5331,2004_Q2,ADVANCE,2004-07-30,B985RY2,28,0.13,        Software \4\
5332,2004_Q2,SECOND,2004-08-27,B985RY2,28,0.12,        Software \4\
5333,2004_Q2,THIRD,2004-09-29,B985RY2,28,0.13,        Software \4\
5334,2004_Q3,ADVANCE,2004-10-29,B985RY2,28,0.06,        Software \4\
5335,2004_Q3,SECOND,2004-11-30,B985RY2,28,0.11,        Software \4\
5336,2004_Q3,THIRD,2004-12-22,B985RY2,28,0.1,        Software \4\
5337,2004_Q4,ADVANCE,2005-01-28,B985RY2,28,0.29,        Software \4\
5338,2004_Q4,SECOND,2005-02-25,B985RY2,28,0.29,        Software \4\
5339,2004_Q4,THIRD,2005-03-30,B985RY2,28,0.3,        Software \4\
5340,2005_Q1,ADVANCE,2005-04-28,B985RY2,28,0.28,        Software \4\
5341,2005_Q1,SECOND,2005-05-26,B985RY2,28,0.2,        Software \4\
5342,2005_Q1,THIRD,2005-06-29,B985RY2,28,0.22,        Software \4\
5343,2005_Q2,ADVANCE,2005-07-29,B985RY2,28,0.12,        Software \4\
5344,2005_Q2,SECOND,2005-08-31,B985RY2,28,0.26,        Software \4\
5345,2005_Q2,THIRD,2005-09-29,B985RY2,28,0.29,        Software \4\
5346,2005_Q3,ADVANCE,2005-10-28,B985RY2,28,0.19,        Software \4\
5347,2005_Q3,SECOND,2005-11-30,B985RY2,28,0.2,        Software \4\
5348,2005_Q3,THIRD,2005-12-21,B985RY2,28,0.14,        Software \4\
5349,2005_Q4,ADVANCE,2006-01-27,B985RY2,28,0.13,        Software \4\
5350,2005_Q4,SECOND,2006-02-28,B985RY2,28,0.17,        Software \4\
5351,2005_Q4,THIRD,2006-03-30,B985RY2,28,0.09,        Software \4\
5352,2006_Q1,ADVANCE,2006-04-28,B985RY2,28,0.08,        Software \4\
5353,2006_Q1,SECOND,2006-05-25,B985RY2,28,0.1,        Software \4\
5354,2006_Q1,THIRD,2006-06-29,B985RY2,28,0.14,        Software \4\
5355,2006_Q2,ADVANCE,2006-07-28,B985RY2,28,0.04,        Software \4\
